PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
568,0,1,"Passenger, Mr. Synthetic567",male,28.57,0,0,TICK100567,31.2162,nan,S
569,1,2,"Passenger, Mrs. Synthetic568",female,26.0,1,0,TICK100568,10.4268,nan,S
570,0,3,"Passenger, Mr. Synthetic569",male,8.81,0,1,TICK100569,131.2211,nan,S
571,0,2,"Passenger, Mr. Synthetic570",male,21.77,1,0,TICK100570,42.0311,nan,S
572,0,3,"Passenger, Mrs. Synthetic571",female,41.8,1,0,TICK100571,27.9804,nan,Q
573,0,3,"Passenger, Mr. Synthetic572",male,9.84,1,0,TICK100572,28.8667,nan,S
574,1,3,"Passenger, Mrs. Synthetic573",female,26.35,0,1,TICK100573,12.5448,nan,S
575,0,3,"Passenger, Mr. Synthetic574",male,17.52,0,1,TICK100574,6.3266,nan,S
576,1,3,"Passenger, Mrs. Synthetic575",female,30.56,0,0,TICK100575,34.804,nan,S
577,1,3,"Passenger, Mr. Synthetic576",male,,0,0,TICK100576,4.7182,nan,C
578,0,3,"Passenger, Mr. Synthetic577",male,,0,2,TICK100577,1.7095,C81,C
579,1,3,"Passenger, Mr. Synthetic578",male,36.09,0,1,TICK100578,13.9585,nan,S
580,1,2,"Passenger, Mr. Synthetic579",male,10.63,0,0,TICK100579,39.7582,A12,S
581,1,3,"Passenger, Mrs. Synthetic580",female,,0,0,TICK100580,3.144,nan,S
582,1,3,"Passenger, Mr. Synthetic581",male,18.15,0,1,TICK100581,58.9336,D16,S
583,0,1,"Passenger, Mr. Synthetic582",male,,0,0,TICK100582,46.5129,nan,C
584,1,2,"Passenger, Mr. Synthetic583",male,33.39,1,1,TICK100583,95.7753,nan,C
585,0,3,"Passenger, Mr. Synthetic584",male,22.12,1,0,TICK100584,1.4219,nan,S
586,1,3,"Passenger, Mrs. Synthetic585",female,41.5,0,1,TICK100585,0.5002,F84,S
587,1,1,"Passenger, Mr. Synthetic586",male,,0,0,TICK100586,29.7187,nan,S
588,1,2,"Passenger, Mrs. Synthetic587",female,20.33,0,0,TICK100587,11.0699,nan,S
589,0,1,"Passenger, Mr. Synthetic588",male,19.81,0,3,TICK100588,71.6115,nan,S
590,1,1,"Passenger, Mrs. Synthetic589",female,21.08,0,1,TICK100589,62.132,nan,S
591,0,3,"Passenger, Mr. Synthetic590",male,44.39,0,1,TICK100590,17.0528,nan,S
592,1,2,"Passenger, Mr. Synthetic591",male,37.8,3,2,TICK100591,16.39,B62,Q
593,0,2,"Passenger, Mrs. Synthetic592",female,52.94,0,0,TICK100592,35.7798,nan,S
594,1,3,"Passenger, Mrs. Synthetic593",female,60.75,1,0,TICK100593,26.1532,nan,S
595,1,1,"Passenger, Mrs. Synthetic594",female,14.57,0,0,TICK100594,71.2473,F16,S
596,0,2,"Passenger, Mr. Synthetic595",male,29.99,0,0,TICK100595,16.7086,nan,S
597,0,3,"Passenger, Mr. Synthetic596",male,12.53,1,0,TICK100596,43.9707,D73,S
598,1,3,"Passenger, Mrs. Synthetic597",female,18.11,0,2,TICK100597,37.4178,nan,S
599,0,3,"Passenger, Mr. Synthetic598",male,20.18,1,0,TICK100598,18.2308,nan,S
600,1,3,"Passenger, Mrs. Synthetic599",female,14.2,0,0,TICK100599,1.6844,nan,S
